
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_O1  : isotropic displacement parameter for atom O1.
#   Biso_O2  : isotropic displacement parameter for atom O2.
#   Biso_O3  : isotropic displacement parameter for atom O3.
#   Biso_Pb  : isotropic displacement parameter for atom Pb.
#   Biso_S  : isotropic displacement parameter for atom S.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a, b, c  : orthorhombic lattice parameters (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-05_13-38-19
Crystal Structure: orthorhombic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 7.370
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_O1  Biso_O2  Biso_O3  Biso_Pb  Biso_S  Scale      U        V        W       a        b        c      FirstBragg   Status     Class
sample7233      18.100     -0.03961   1.98981   1.46872   1.31856   1.41321   0.41847      1.480808   0.15551  -0.45633   0.41913   8.47808  5.39630  6.95808    20.43700  OK        BOUNDARY
sample7234      14.700     -0.12168   1.98963   1.46861   1.31870   1.41341   0.41843      1.481078   0.15550  -0.45556   0.41907   8.47937  5.39714  6.95893    20.35210  OK        CLOSE
sample7235      13.800     -0.12509   1.98970   1.46869   1.31862   1.41339   0.41851      1.479805   0.15553  -0.45595   0.41941   8.47822  5.39701  6.95873    20.35020  OK        CLOSE
sample7236      12.700     -0.11447   1.98954   1.46869   1.31858   1.41335   0.41848      1.480358   0.15548  -0.45585   0.41948   8.47957  5.39696  6.95884    20.35930  OK        CLOSE
sample7237       7.870     -0.09607   1.98989   1.46848   1.31850   1.41321   0.41848      1.480895   0.15577  -0.45560   0.41951   8.47828  5.39725  6.95829    20.37990  OK        CLOSE
sample7238       8.400     -0.07353   1.98966   1.46860   1.31868   1.41343   0.41850      1.481639   0.15557  -0.45594   0.41928   8.47912  5.39674  6.95868    20.40090  OK        CLOSE
sample7239       8.420     -0.08095   1.98967   1.46848   1.31848   1.41323   0.41844      1.481905   0.15573  -0.45577   0.41931   8.47884  5.39652  6.95774    20.39550  OK        CLOSE
sample724        7.330     -0.08884   1.98953   1.46871   1.31870   1.41320   0.41847      1.481193   0.15574  -0.45607   0.41931   8.47870  5.39686  6.95815    20.38700  OK        CLOSE
sample7240       7.620     -0.08290   1.98974   1.46866   1.31857   1.41325   0.41847      1.479655   0.15577  -0.45628   0.41886   8.47968  5.39690  6.95854    20.39130  OK        CLOSE
sample7241      13.800     -0.04826   1.98989   1.46849   1.31859   1.41325   0.41849      1.481774   0.15561  -0.45592   0.41948   8.47888  5.39670  6.95854    20.42670  OK        CLOSE
sample7242       8.310     -0.07720   1.98979   1.46875   1.31856   1.41345   0.41850      1.481782   0.15571  -0.45563   0.41922   8.47907  5.39673  6.95813    20.39830  OK        CLOSE
sample7243       9.490     -0.10976   1.98986   1.46849   1.31861   1.41330   0.41851      1.482071   0.15553  -0.45557   0.41897   8.47833  5.39622  6.95878    20.36530  OK        CLOSE
sample7244      16.900     -0.13719   1.98964   1.46871   1.31866   1.41330   0.41849      1.480659   0.15573  -0.45610   0.41906   8.47964  5.39670  6.95802    20.33800  OK        CLOSE
sample7245       9.300     -0.10246   1.98987   1.46852   1.31847   1.41336   0.41844      1.481242   0.15551  -0.45560   0.41907   8.47872  5.39725  6.95847    20.37280  OK        CLOSE
sample7246      11.200     -0.06233   1.98952   1.46846   1.31870   1.41343   0.41849      1.480727   0.15551  -0.45572   0.41885   8.47849  5.39629  6.95897    20.41220  OK        CLOSE
sample7247      15.600     -0.04479   1.98965   1.46871   1.31857   1.41346   0.41844      1.481493   0.15561  -0.45585   0.41885   8.47848  5.39670  6.95813    20.43130  OK        CLOSE
sample7248      13.400     -0.12820   1.98983   1.46847   1.31855   1.41327   0.41844      1.482193   0.15549  -0.45580   0.41949   8.47830  5.39684  6.95800    20.34830  OK        CLOSE
sample7249      10.100     -0.10477   1.98977   1.46851   1.31855   1.41347   0.41845      1.480885   0.15552  -0.45567   0.41951   8.47967  5.39706  6.95821    20.37000  OK        CLOSE
sample725       15.800     -0.03884   1.98973   1.46856   1.31856   1.41334   0.41851      1.480530   0.15558  -0.45561   0.41889   8.47955  5.39633  6.95885    20.43490  OK        CLOSE
sample7250      10.500     -0.06661   1.98954   1.46871   1.31860   1.41345   0.41843      1.480589   0.15547  -0.45580   0.41899   8.47928  5.39649  6.95799    20.40890  OK        CLOSE
sample7251      10.400     -0.10887   1.98954   1.46862   1.31862   1.41341   0.41846      1.480579   0.15558  -0.45564   0.41932   8.47832  5.39708  6.95886    20.36610  OK        CLOSE
sample7252      10.400     -0.06945   1.98980   1.46861   1.31860   1.41335   0.41846      1.481875   0.15569  -0.45574   0.41891   8.47917  5.39635  6.95775    20.40660  OK        CLOSE
sample7253      14.400     -0.12763   1.98977   1.46846   1.31859   1.41324   0.41850      1.480658   0.15575  -0.45630   0.41945   8.47810  5.39719  6.95857    20.34800  OK        CLOSE
sample7254      14.500     -0.13538   1.98979   1.46846   1.31864   1.41327   0.41846      1.479538   0.15561  -0.45601   0.41936   8.47875  5.39639  6.95774    20.34110  OK        CLOSE
sample7255       7.630     -0.09120   1.98988   1.46847   1.31857   1.41327   0.41847      1.480088   0.15559  -0.45575   0.41945   8.47808  5.39623  6.95805    20.38540  OK        CLOSE
sample7256      12.000     -0.12122   1.98964   1.46856   1.31854   1.41320   0.41845      1.480638   0.15573  -0.45583   0.41880   8.47963  5.39626  6.95777    20.35440  OK        CLOSE
sample7257       8.360     -0.07929   1.98966   1.46871   1.31848   1.41324   0.41844      1.479932   0.15562  -0.45633   0.41905   8.47946  5.39664  6.95772    20.39660  OK        CLOSE
sample7258       8.210     -0.10433   1.98959   1.46863   1.31869   1.41342   0.41850      1.481330   0.15559  -0.45588   0.41917   8.47803  5.39638  6.95842    20.37170  OK        CLOSE
sample7259      11.900     -0.11580   1.98957   1.46852   1.31862   1.41336   0.41843      1.479563   0.15575  -0.45619   0.41899   8.47890  5.39663  6.95893    20.35840  OK        CLOSE
sample726       11.800     -0.06384   1.98983   1.46863   1.31863   1.41341   0.41845      1.479790   0.15566  -0.45584   0.41952   8.47828  5.39659  6.95780    20.41300  OK        CLOSE
sample7260       7.840     -0.09498   1.98976   1.46851   1.31849   1.41337   0.41850      1.480351   0.15558  -0.45628   0.41951   8.47864  5.39719  6.95830    20.38060  OK        CLOSE
sample7261       7.540     -0.08679   1.98971   1.46859   1.31851   1.41342   0.41845      1.479808   0.15573  -0.45567   0.41909   8.47892  5.39668  6.95901    20.38730  OK        CLOSE
sample7262      13.500     -0.13028   1.98986   1.46872   1.31853   1.41347   0.41851      1.479684   0.15558  -0.45591   0.41879   8.47855  5.39667  6.95772    20.34650  OK        CLOSE
sample7263       7.470     -0.09015   1.98966   1.46865   1.31847   1.41325   0.41848      1.480833   0.15552  -0.45626   0.41887   8.47898  5.39660  6.95777    20.38610  OK        CLOSE
sample7264      11.500     -0.11641   1.98973   1.46849   1.31862   1.41329   0.41846      1.480686   0.15555  -0.45564   0.41876   8.47880  5.39709  6.95791    20.35970  OK        CLOSE
sample7265      12.800     -0.05585   1.98952   1.46871   1.31871   1.41337   0.41848      1.481804   0.15550  -0.45632   0.41882   8.47857  5.39656  6.95833    20.41980  OK        CLOSE
sample7266      16.200     -0.13148   1.98988   1.46846   1.31858   1.41320   0.41849      1.481718   0.15571  -0.45549   0.41947   8.47962  5.39663  6.95865    20.34260  OK        CLOSE
sample7267       7.740     -0.10368   1.98955   1.46852   1.31861   1.41333   0.41850      1.480038   0.15552  -0.45627   0.41891   8.47810  5.39628  6.95776    20.37340  OK        CLOSE
sample7268      16.400     -0.03813   1.98957   1.46869   1.31851   1.41328   0.41849      1.479785   0.15561  -0.45637   0.41876   8.47927  5.39634  6.95873    20.43610  OK        CLOSE
sample7269      14.000     -0.12859   1.98979   1.46866   1.31848   1.41329   0.41847      1.479689   0.15558  -0.45583   0.41900   8.47870  5.39638  6.95872    20.34620  OK        CLOSE
sample727       11.900     -0.11384   1.98963   1.46848   1.31850   1.41327   0.41849      1.481271   0.15550  -0.45630   0.41910   8.47912  5.39713  6.95850    20.36100  OK        CLOSE
sample7270      10.000     -0.10289   1.98981   1.46850   1.31850   1.41337   0.41844      1.479434   0.15553  -0.45599   0.41944   8.47881  5.39724  6.95899    20.37130  OK        CLOSE
sample7271      14.800     -0.04478   1.98990   1.46869   1.31863   1.41335   0.41848      1.481781   0.15576  -0.45596   0.41926   8.47829  5.39701  6.95844    20.43090  OK        CLOSE
sample7272      15.900     -0.13519   1.98960   1.46856   1.31871   1.41329   0.41843      1.480071   0.15572  -0.45587   0.41934   8.47825  5.39663  6.95892    20.33970  OK        CLOSE
sample7273      12.400     -0.06010   1.98973   1.46869   1.31863   1.41324   0.41849      1.479881   0.15549  -0.45600   0.41896   8.47863  5.39635  6.95811    20.41590  OK        CLOSE
sample7274      11.000     -0.11446   1.98968   1.46868   1.31871   1.41344   0.41846      1.480964   0.15577  -0.45626   0.41935   8.47862  5.39639  6.95892    20.36010  OK        CLOSE
sample7275      13.700     -0.04594   1.98990   1.46849   1.31858   1.41321   0.41844      1.481378   0.15560  -0.45561   0.41901   8.47876  5.39724  6.95845    20.42930  OK        CLOSE
sample7276       7.430     -0.08879   1.98965   1.46871   1.31849   1.41326   0.41851      1.479954   0.15554  -0.45606   0.41943   8.47882  5.39673  6.95869    20.38600  OK        CLOSE
sample7277      14.200     -0.12704   1.98956   1.46860   1.31851   1.41330   0.41849      1.482105   0.15560  -0.45579   0.41951   8.47829  5.39690  6.95878    20.34810  OK        CLOSE
sample7278       9.030     -0.09878   1.98967   1.46851   1.31849   1.41329   0.41851      1.479942   0.15563  -0.45620   0.41944   8.47959  5.39631  6.95904    20.37460  OK        CLOSE
sample7279      10.800     -0.06229   1.98979   1.46860   1.31847   1.41346   0.41845      1.481270   0.15566  -0.45613   0.41890   8.47819  5.39701  6.95856    20.41330  OK        CLOSE
sample728       12.400     -0.12009   1.98961   1.46861   1.31868   1.41333   0.41848      1.479605   0.15548  -0.45624   0.41873   8.47860  5.39666  6.95876    20.35480  OK        CLOSE
sample7280       8.050     -0.09232   1.98952   1.46850   1.31871   1.41329   0.41848      1.479005   0.15570  -0.45581   0.41936   8.47944  5.39673  6.95880    20.38160  OK        CLOSE
sample7281       7.440     -0.09074   1.98971   1.46867   1.31861   1.41324   0.41850      1.480907   0.15547  -0.45554   0.41947   8.47883  5.39673  6.95851    20.38430  OK        CLOSE
sample7282       9.390     -0.06957   1.98956   1.46860   1.31850   1.41343   0.41844      1.482204   0.15560  -0.45572   0.41925   8.47940  5.39632  6.95870    20.40460  OK        CLOSE
sample7283      10.900     -0.06614   1.98990   1.46852   1.31855   1.41332   0.41849      1.480361   0.15574  -0.45599   0.41947   8.47809  5.39689  6.95790    20.41070  OK        CLOSE
sample7284      14.100     -0.12425   1.98967   1.46863   1.31863   1.41343   0.41843      1.481535   0.15558  -0.45585   0.41943   8.47900  5.39673  6.95890    20.35000  OK        CLOSE
sample7285      12.400     -0.05243   1.98963   1.46873   1.31867   1.41347   0.41846      1.480290   0.15573  -0.45601   0.41900   8.47841  5.39690  6.95901    20.42210  OK        CLOSE
sample7286      11.000     -0.05983   1.98982   1.46856   1.31866   1.41346   0.41846      1.480363   0.15577  -0.45606   0.41935   8.47967  5.39655  6.95844    20.41450  OK        CLOSE
sample7287      10.500     -0.10386   1.98956   1.46852   1.31848   1.41345   0.41843      1.480019   0.15557  -0.45593   0.41917   8.47919  5.39721  6.95894    20.37010  OK        CLOSE
sample7288      14.600     -0.05112   1.98961   1.46858   1.31863   1.41326   0.41848      1.479608   0.15551  -0.45634   0.41879   8.47809  5.39648  6.95835    20.42490  OK        CLOSE
sample7289      13.300     -0.05404   1.98975   1.46850   1.31847   1.41321   0.41847      1.480283   0.15568  -0.45630   0.41904   8.47924  5.39641  6.95807    20.42140  OK        CLOSE
sample729        8.820     -0.07009   1.98981   1.46847   1.31855   1.41347   0.41844      1.481086   0.15564  -0.45578   0.41915   8.47944  5.39720  6.95806    20.40520  OK        CLOSE
sample7290      12.900     -0.05391   1.98968   1.46858   1.31864   1.41325   0.41850      1.482137   0.15564  -0.45559   0.41891   8.47831  5.39708  6.95816    20.42230  OK        CLOSE
sample7291      10.500     -0.05940   1.98971   1.46851   1.31860   1.41337   0.41845      1.480674   0.15568  -0.45567   0.41948   8.47957  5.39689  6.95850    20.41490  OK        CLOSE
sample7292      11.400     -0.12157   1.98971   1.46870   1.31850   1.41335   0.41846      1.480117   0.15563  -0.45551   0.41883   8.47847  5.39665  6.95771    20.35530  OK        CLOSE
sample7293       7.800     -0.07609   1.98952   1.46872   1.31869   1.41320   0.41846      1.480350   0.15576  -0.45564   0.41886   8.47959  5.39722  6.95855    20.39810  OK        CLOSE
sample7294       8.170     -0.10297   1.98962   1.46860   1.31854   1.41331   0.41849      1.481574   0.15549  -0.45548   0.41885   8.47846  5.39630  6.95833    20.37280  OK        CLOSE
sample7295       8.720     -0.06931   1.98990   1.46859   1.31870   1.41327   0.41844      1.481514   0.15571  -0.45624   0.41924   8.47933  5.39679  6.95893    20.40450  OK        CLOSE
sample7296       7.690     -0.09820   1.98989   1.46852   1.31852   1.41339   0.41850      1.479579   0.15554  -0.45570   0.41871   8.47804  5.39688  6.95828    20.37800  OK        CLOSE
sample7297      10.700     -0.06010   1.98972   1.46867   1.31863   1.41328   0.41851      1.482172   0.15553  -0.45550   0.41896   8.47959  5.39701  6.95810    20.41490  OK        CLOSE
sample7298       8.890     -0.11056   1.98979   1.46853   1.31854   1.41320   0.41844      1.481462   0.15573  -0.45615   0.41952   8.47803  5.39623  6.95822    20.36580  OK        CLOSE
sample7299       8.530     -0.07973   1.98982   1.46860   1.31862   1.41345   0.41849      1.481344   0.15577  -0.45602   0.41888   8.47811  5.39644  6.95841    20.39620  OK        CLOSE
sample73         8.950     -0.06687   1.98989   1.46868   1.31859   1.41323   0.41846      1.481626   0.15566  -0.45616   0.41914   8.47920  5.39687  6.95908    20.40680  OK        CLOSE
sample730       15.000     -0.04509   1.98991   1.46869   1.31861   1.41340   0.41851      1.481826   0.15556  -0.45555   0.41894   8.47817  5.39693  6.95841    20.43080  OK        CLOSE
sample7300       7.480     -0.09745   1.98970   1.46866   1.31863   1.41342   0.41846      1.480630   0.15556  -0.45557   0.41879   8.47826  5.39642  6.95820    20.37870  OK        CLOSE
sample7301       8.120     -0.08283   1.98985   1.46859   1.31868   1.41327   0.41846      1.480651   0.15562  -0.45584   0.41877   8.47816  5.39695  6.95781    20.39410  OK        CLOSE
sample7302      13.300     -0.04892   1.98978   1.46859   1.31865   1.41326   0.41844      1.480205   0.15555  -0.45550   0.41911   8.47915  5.39698  6.95821    20.42640  OK        CLOSE
sample7303       9.350     -0.10494   1.98982   1.46859   1.31848   1.41329   0.41850      1.480240   0.15551  -0.45580   0.41945   8.47962  5.39644  6.95811    20.37000  OK        CLOSE
sample7304       8.510     -0.10290   1.98989   1.46851   1.31850   1.41319   0.41850      1.481226   0.15571  -0.45549   0.41877   8.47942  5.39621  6.95774    20.37290  OK        CLOSE
sample7305      13.600     -0.05590   1.98955   1.46847   1.31868   1.41346   0.41850      1.480169   0.15569  -0.45604   0.41932   8.47807  5.39627  6.95847    20.42000  OK        CLOSE
sample7306      14.800     -0.12296   1.98975   1.46848   1.31869   1.41320   0.41844      1.479871   0.15559  -0.45608   0.41950   8.47958  5.39678  6.95908    20.35030  OK        CLOSE
sample7307       7.660     -0.08020   1.98965   1.46850   1.31868   1.41338   0.41850      1.479551   0.15557  -0.45628   0.41883   8.47914  5.39715  6.95828    20.39500  OK        CLOSE
sample7308       8.850     -0.07350   1.98977   1.46847   1.31861   1.41322   0.41851      1.481841   0.15575  -0.45570   0.41921   8.47820  5.39685  6.95862    20.40200  OK        CLOSE
sample7309       7.520     -0.08761   1.98985   1.46863   1.31860   1.41344   0.41845      1.480721   0.15563  -0.45603   0.41899   8.47804  5.39674  6.95854    20.38820  OK        CLOSE
sample731        7.550     -0.09509   1.98971   1.46854   1.31848   1.41326   0.41846      1.480032   0.15572  -0.45601   0.41936   8.47902  5.39639  6.95772    20.38120  OK        CLOSE
sample7310       9.630     -0.10292   1.98988   1.46847   1.31850   1.41319   0.41844      1.480736   0.15573  -0.45547   0.41951   8.47917  5.39678  6.95890    20.37110  OK        CLOSE
sample7311      14.900     -0.12941   1.98957   1.46857   1.31854   1.41337   0.41844      1.479485   0.15577  -0.45587   0.41940   8.47899  5.39691  6.95832    20.34580  OK        CLOSE
sample7312      12.000     -0.06158   1.98957   1.46854   1.31864   1.41329   0.41851      1.481101   0.15563  -0.45617   0.41910   8.47844  5.39659  6.95793    20.41490  OK        CLOSE
sample7313      11.800     -0.05505   1.98972   1.46870   1.31865   1.41333   0.41848      1.481067   0.15568  -0.45548   0.41912   8.47917  5.39661  6.95886    20.41900  OK        CLOSE
sample7314      16.300     -0.03881   1.98961   1.46848   1.31865   1.41341   0.41846      1.481681   0.15551  -0.45555   0.41950   8.47941  5.39675  6.95793    20.43670  OK        CLOSE
sample7315       8.300     -0.10200   1.98961   1.46870   1.31863   1.41333   0.41848      1.479422   0.15561  -0.45563   0.41919   8.47880  5.39645  6.95825    20.37350  OK        CLOSE
