
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_Ce  : isotropic displacement parameter for atom Ce.
#   Biso_O  : isotropic displacement parameter for atom O.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a        : cubic lattice parameter (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-12_05-34-00
Crystal Structure: cubic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 12.600
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_Ce  Biso_O  Scale      U        V        W       a      FirstBragg   Status     Class
sample7424      13.300     -0.01521   0.03938   0.84889      0.000644   0.02152  -0.03966   0.01967   5.41153    28.53070  OK        CLOSE
sample7425      12.600     -0.01899   0.03938   0.84881      0.000644   0.02155  -0.03965   0.01965   5.41145    28.52730  OK        CLOSE
sample7426      12.700     -0.01916   0.03938   0.84878      0.000645   0.02154  -0.03968   0.01967   5.41163    28.52610  OK        CLOSE
sample7427      12.800     -0.01789   0.03938   0.84886      0.000644   0.02155  -0.03964   0.01964   5.41138    28.52880  OK        CLOSE
sample7428      12.600     -0.02241   0.03938   0.84889      0.000644   0.02153  -0.03963   0.01966   5.41135    28.52440  OK        CLOSE
sample7429      13.000     -0.01949   0.03938   0.84885      0.000644   0.02154  -0.03964   0.01965   5.41120    28.52820  OK        CLOSE
sample743       13.500     -0.02355   0.03938   0.84885      0.000644   0.02153  -0.03966   0.01966   5.41148    28.52260  OK        CLOSE
sample7430      14.300     -0.01222   0.03938   0.84883      0.000644   0.02156  -0.03964   0.01967   5.41158    28.53330  OK        CLOSE
sample7431      12.900     -0.01560   0.03938   0.84880      0.000644   0.02154  -0.03968   0.01966   5.41168    28.52940  OK        CLOSE
sample7432      12.700     -0.01780   0.03938   0.84881      0.000644   0.02154  -0.03963   0.01968   5.41165    28.52740  OK        CLOSE
sample7433      14.600     -0.01429   0.03938   0.84881      0.000643   0.02156  -0.03965   0.01968   5.41132    28.53270  OK        CLOSE
sample7434      13.000     -0.01483   0.03938   0.84878      0.000645   0.02153  -0.03968   0.01967   5.41169    28.53010  OK        CLOSE
sample7435      12.500     -0.02312   0.03938   0.84878      0.000643   0.02153  -0.03965   0.01966   5.41120    28.52450  OK        CLOSE
sample7436      12.700     -0.01764   0.03938   0.84882      0.000644   0.02156  -0.03963   0.01964   5.41153    28.52820  OK        CLOSE
sample7437      12.700     -0.01688   0.03938   0.84882      0.000643   0.02156  -0.03967   0.01967   5.41161    28.52850  OK        CLOSE
sample7438      13.600     -0.01613   0.03938   0.84891      0.000644   0.02154  -0.03967   0.01965   5.41134    28.53070  OK        CLOSE
sample7439      13.400     -0.01815   0.03938   0.84888      0.000644   0.02155  -0.03966   0.01965   5.41119    28.52950  OK        CLOSE
sample744       12.700     -0.02262   0.03938   0.84882      0.000644   0.02154  -0.03970   0.01968   5.41137    28.52410  OK        CLOSE
sample7440      13.900     -0.02547   0.03938   0.84880      0.000644   0.02153  -0.03964   0.01967   5.41135    28.52130  OK        CLOSE
sample7441      14.900     -0.01147   0.03938   0.84890      0.000645   0.02154  -0.03966   0.01967   5.41155    28.53430  OK        CLOSE
sample7442      13.400     -0.01766   0.03938   0.84890      0.000644   0.02155  -0.03964   0.01965   5.41126    28.52960  OK        CLOSE
sample7443      15.200     -0.02523   0.03938   0.84889      0.000643   0.02153  -0.03968   0.01964   5.41155    28.52050  OK        CLOSE
sample7444      14.500     -0.01571   0.03938   0.84891      0.000644   0.02155  -0.03968   0.01966   5.41119    28.53200  OK        CLOSE
sample7445      12.600     -0.01979   0.03938   0.84881      0.000644   0.02156  -0.03968   0.01967   5.41141    28.52670  OK        CLOSE
sample7446      12.600     -0.01817   0.03938   0.84882      0.000645   0.02156  -0.03969   0.01965   5.41151    28.52780  OK        CLOSE
sample7447      12.500     -0.02192   0.03938   0.84884      0.000644   0.02153  -0.03963   0.01966   5.41134    28.52490  OK        CLOSE
sample7448      12.500     -0.02063   0.03938   0.84890      0.000644   0.02152  -0.03970   0.01965   5.41133    28.52630  OK        CLOSE
sample7449      14.500     -0.01147   0.03938   0.84878      0.000644   0.02155  -0.03964   0.01968   5.41160    28.53400  OK        CLOSE
sample745       13.000     -0.01512   0.03938   0.84890      0.000643   0.02156  -0.03966   0.01966   5.41165    28.53010  OK        CLOSE
sample7450      13.900     -0.01383   0.03938   0.84878      0.000644   0.02156  -0.03968   0.01965   5.41149    28.53220  OK        CLOSE
sample7451      15.500     -0.01345   0.03938   0.84883      0.000644   0.02154  -0.03968   0.01966   5.41126    28.53380  OK        CLOSE
sample7452      14.600     -0.01297   0.03938   0.84883      0.000644   0.02156  -0.03968   0.01965   5.41144    28.53340  OK        CLOSE
sample7453      13.600     -0.02480   0.03938   0.84884      0.000644   0.02156  -0.03968   0.01966   5.41136    28.52200  OK        CLOSE
sample7454      14.200     -0.02316   0.03938   0.84888      0.000644   0.02156  -0.03964   0.01967   5.41163    28.52210  OK        CLOSE
sample7455      14.700     -0.01240   0.03938   0.84885      0.000644   0.02156  -0.03966   0.01967   5.41148    28.53370  OK        CLOSE
sample7456      14.400     -0.01243   0.03938   0.84888      0.000643   0.02154  -0.03963   0.01966   5.41154    28.53340  OK        CLOSE
sample7457      12.700     -0.01756   0.03938   0.84893      0.000644   0.02152  -0.03966   0.01965   5.41152    28.52830  OK        CLOSE
sample7458      12.600     -0.02226   0.03938   0.84878      0.000643   0.02156  -0.03964   0.01967   5.41135    28.52460  OK        CLOSE
sample7459      12.700     -0.01773   0.03938   0.84885      0.000644   0.02156  -0.03969   0.01968   5.41153    28.52810  OK        CLOSE
sample746       17.700     -0.01137   0.03938   0.84886      0.000644   0.02153  -0.03964   0.01967   5.41124    28.53600  OK        CLOSE
sample7460      12.700     -0.02078   0.03938   0.84889      0.000644   0.02155  -0.03963   0.01966   5.41156    28.52490  OK        CLOSE
sample7461      13.700     -0.01256   0.03938   0.84880      0.000644   0.02156  -0.03966   0.01966   5.41167    28.53250  OK        CLOSE
sample7462      15.400     -0.02464   0.03938   0.84889      0.000645   0.02155  -0.03969   0.01967   5.41163    28.52070  OK        CLOSE
sample7463      13.200     -0.01856   0.03938   0.84881      0.000643   0.02156  -0.03964   0.01964   5.41122    28.52890  OK        CLOSE
sample7464      14.500     -0.02356   0.03938   0.84887      0.000643   0.02156  -0.03967   0.01968   5.41162    28.52180  OK        CLOSE
sample7465      14.200     -0.02489   0.03938   0.84881      0.000645   0.02154  -0.03965   0.01965   5.41145    28.52140  OK        CLOSE
sample7466      14.100     -0.01640   0.03938   0.84881      0.000644   0.02155  -0.03966   0.01965   5.41121    28.53120  OK        CLOSE
sample7467      12.900     -0.02365   0.03938   0.84893      0.000644   0.02154  -0.03963   0.01967   5.41130    28.52340  OK        CLOSE
sample7468      13.500     -0.01402   0.03938   0.84878      0.000643   0.02154  -0.03964   0.01968   5.41159    28.53150  OK        CLOSE
sample7469      13.400     -0.02468   0.03938   0.84887      0.000644   0.02155  -0.03967   0.01965   5.41132    28.52230  OK        CLOSE
sample747       12.600     -0.01887   0.03938   0.84894      0.000644   0.02155  -0.03968   0.01965   5.41151    28.52710  OK        CLOSE
sample7470      12.700     -0.02090   0.03938   0.84890      0.000644   0.02156  -0.03968   0.01968   5.41152    28.52500  OK        CLOSE
sample7471      18.500     -0.01113   0.03938   0.84880      0.000644   0.02153  -0.03967   0.01965   5.41118    28.53660  OK        CLOSE
sample7472      15.000     -0.01418   0.03938   0.84892      0.000645   0.02155  -0.03964   0.01966   5.41125    28.53310  OK        CLOSE
sample7473      13.800     -0.02375   0.03938   0.84880      0.000644   0.02155  -0.03965   0.01965   5.41151    28.52220  OK        CLOSE
sample7474      15.000     -0.02446   0.03938   0.84880      0.000644   0.02154  -0.03963   0.01967   5.41160    28.52100  OK        CLOSE
sample7475      13.600     -0.02337   0.03938   0.84892      0.000644   0.02155  -0.03965   0.01965   5.41152    28.52250  OK        CLOSE
sample7476      13.000     -0.02390   0.03938   0.84878      0.000644   0.02155  -0.03966   0.01967   5.41130    28.52320  OK        CLOSE
sample7477      12.900     -0.01657   0.03938   0.84887      0.000644   0.02154  -0.03970   0.01967   5.41151    28.52940  OK        CLOSE
sample7478      16.500     -0.01146   0.03938   0.84882      0.000644   0.02157  -0.03965   0.01967   5.41135    28.53530  OK        CLOSE
sample7479      16.900     -0.02594   0.03938   0.84878      0.000644   0.02155  -0.03966   0.01965   5.41168    28.51910  OK        CLOSE
sample748       12.700     -0.02074   0.03938   0.84879      0.000644   0.02155  -0.03969   0.01965   5.41117    28.52700  OK        CLOSE
sample7480      12.600     -0.01897   0.03938   0.84880      0.000644   0.02157  -0.03964   0.01965   5.41137    28.52770  OK        CLOSE
sample7481      12.600     -0.02315   0.03938   0.84886      0.000644   0.02155  -0.03963   0.01966   5.41123    28.52430  OK        CLOSE
sample7482      14.800     -0.02398   0.03938   0.84891      0.000644   0.02154  -0.03965   0.01964   5.41163    28.52130  OK        CLOSE
sample7483      13.300     -0.02555   0.03938   0.84894      0.000644   0.02157  -0.03968   0.01964   5.41117    28.52220  OK        CLOSE
sample7484      12.600     -0.02047   0.03938   0.84882      0.000644   0.02156  -0.03966   0.01965   5.41154    28.52530  OK        CLOSE
sample7485      13.300     -0.02516   0.03938   0.84886      0.000643   0.02154  -0.03970   0.01967   5.41124    28.52220  OK        CLOSE
sample7486      12.500     -0.02289   0.03938   0.84884      0.000644   0.02153  -0.03964   0.01968   5.41121    28.52470  OK        CLOSE
sample7487      14.500     -0.01173   0.03938   0.84880      0.000644   0.02156  -0.03963   0.01964   5.41158    28.53380  OK        CLOSE
sample7488      12.800     -0.01715   0.03938   0.84883      0.000644   0.02155  -0.03963   0.01965   5.41148    28.52890  OK        CLOSE
sample7489      12.700     -0.01796   0.03938   0.84887      0.000644   0.02154  -0.03968   0.01966   5.41144    28.52830  OK        CLOSE
sample749       14.400     -0.01324   0.03938   0.84888      0.000644   0.02153  -0.03965   0.01968   5.41144    28.53310  OK        CLOSE
sample7490      14.200     -0.02536   0.03938   0.84887      0.000644   0.02155  -0.03969   0.01966   5.41141    28.52110  OK        CLOSE
sample7491      14.100     -0.01356   0.03938   0.84884      0.000643   0.02154  -0.03965   0.01965   5.41147    28.53260  OK        CLOSE
sample7492      13.000     -0.01897   0.03938   0.84881      0.000644   0.02154  -0.03967   0.01968   5.41124    28.52840  OK        CLOSE
sample7493      13.800     -0.01226   0.03938   0.84882      0.000643   0.02153  -0.03966   0.01966   5.41169    28.53270  OK        CLOSE
sample7494      13.400     -0.01593   0.03938   0.84890      0.000644   0.02152  -0.03969   0.01966   5.41142    28.53050  OK        CLOSE
sample7495      13.800     -0.01737   0.03938   0.84889      0.000643   0.02154  -0.03967   0.01964   5.41118    28.53040  OK        CLOSE
sample7496      12.500     -0.02124   0.03938   0.84891      0.000644   0.02156  -0.03968   0.01965   5.41128    28.52600  OK        CLOSE
sample7497      12.600     -0.02387   0.03938   0.84880      0.000644   0.02155  -0.03967   0.01967   5.41117    28.52390  OK        CLOSE
sample7498      17.100     -0.01255   0.03938   0.84894      0.000644   0.02155  -0.03967   0.01965   5.41118    28.53520  OK        CLOSE
sample7499      12.500     -0.02135   0.03938   0.84881      0.000643   0.02155  -0.03964   0.01965   5.41125    28.52600  OK        CLOSE
sample75        12.800     -0.01909   0.03938   0.84890      0.000645   0.02153  -0.03964   0.01966   5.41168    28.52600  OK        CLOSE
sample750       13.400     -0.01699   0.03938   0.84884      0.000644   0.02156  -0.03963   0.01964   5.41131    28.53010  OK        CLOSE
sample7500      13.300     -0.01745   0.03938   0.84884      0.000644   0.02156  -0.03968   0.01968   5.41130    28.52960  OK        CLOSE
sample7501      14.500     -0.02410   0.03938   0.84881      0.000644   0.02154  -0.03968   0.01966   5.41157    28.52150  OK        CLOSE
sample7502      12.900     -0.02131   0.03938   0.84878      0.000644   0.02154  -0.03964   0.01967   5.41159    28.52420  OK        CLOSE
sample7503      16.600     -0.01302   0.03938   0.84886      0.000644   0.02153  -0.03965   0.01966   5.41118    28.53470  OK        CLOSE
sample7504      12.600     -0.02091   0.03938   0.84887      0.000643   0.02155  -0.03969   0.01967   5.41124    28.52650  OK        CLOSE
sample7505      16.500     -0.01286   0.03938   0.84892      0.000644   0.02153  -0.03969   0.01968   5.41122    28.53470  OK        CLOSE
sample7506      12.700     -0.01751   0.03938   0.84882      0.000644   0.02153  -0.03964   0.01965   5.41160    28.52790  OK        CLOSE
sample7507      13.200     -0.02376   0.03938   0.84882      0.000644   0.02154  -0.03964   0.01968   5.41139    28.52290  OK        CLOSE
sample7508      12.700     -0.02060   0.03938   0.84886      0.000644   0.02155  -0.03967   0.01965   5.41119    28.52710  OK        CLOSE
sample7509      14.800     -0.01541   0.03938   0.84885      0.000644   0.02155  -0.03969   0.01965   5.41116    28.53240  OK        CLOSE
sample751       14.800     -0.02449   0.03938   0.84892      0.000644   0.02154  -0.03967   0.01966   5.41158    28.52110  OK        CLOSE
sample7510      15.200     -0.02406   0.03938   0.84888      0.000644   0.02154  -0.03967   0.01965   5.41167    28.52100  OK        CLOSE
sample7511      15.000     -0.01341   0.03938   0.84883      0.000644   0.02153  -0.03966   0.01966   5.41133    28.53350  OK        CLOSE
sample7512      12.700     -0.01688   0.03938   0.84885      0.000644   0.02153  -0.03967   0.01964   5.41167    28.52820  OK        CLOSE
sample7513      12.800     -0.02208   0.03938   0.84878      0.000644   0.02153  -0.03965   0.01966   5.41147    28.52410  OK        CLOSE
sample7514      15.400     -0.01161   0.03938   0.84885      0.000644   0.02153  -0.03969   0.01966   5.41146    28.53460  OK        CLOSE
sample7515      12.700     -0.01990   0.03938   0.84891      0.000644   0.02155  -0.03967   0.01968   5.41127    28.52730  OK        CLOSE
sample7516      12.900     -0.01652   0.03938   0.84881      0.000644   0.02154  -0.03970   0.01966   5.41148    28.52960  OK        CLOSE
sample7517      13.700     -0.01546   0.03938   0.84890      0.000644   0.02153  -0.03970   0.01966   5.41139    28.53120  OK        CLOSE
sample7518      12.600     -0.02157   0.03938   0.84888      0.000643   0.02157  -0.03966   0.01964   5.41145    28.52470  OK        CLOSE
sample7519      13.400     -0.01767   0.03938   0.84888      0.000644   0.02154  -0.03965   0.01966   5.41124    28.52970  OK        CLOSE
sample752       13.500     -0.02496   0.03938   0.84893      0.000644   0.02153  -0.03966   0.01967   5.41132    28.52200  OK        CLOSE
sample7520      15.300     -0.01248   0.03938   0.84885      0.000644   0.02155  -0.03968   0.01967   5.41138    28.53420  OK        CLOSE
sample7521      14.900     -0.02528   0.03938   0.84890      0.000644   0.02154  -0.03963   0.01967   5.41151    28.52070  OK        CLOSE
sample7522      13.500     -0.02519   0.03938   0.84892      0.000644   0.02154  -0.03966   0.01966   5.41129    28.52190  OK        CLOSE
sample7523      13.900     -0.01239   0.03938   0.84878      0.000644   0.02154  -0.03963   0.01965   5.41163    28.53290  OK        CLOSE
sample7524      12.600     -0.01805   0.03938   0.84890      0.000644   0.02153  -0.03968   0.01964   5.41162    28.52730  OK        CLOSE
sample7525      13.400     -0.02131   0.03938   0.84884      0.000644   0.02153  -0.03963   0.01965   5.41168    28.52370  OK        CLOSE
sample7526      12.600     -0.01868   0.03938   0.84881      0.000644   0.02153  -0.03968   0.01967   5.41143    28.52770  OK        CLOSE
sample7527      15.400     -0.01265   0.03938   0.84885      0.000645   0.02156  -0.03968   0.01967   5.41136    28.53410  OK        CLOSE
sample7528      12.700     -0.01800   0.03938   0.84890      0.000644   0.02155  -0.03964   0.01968   5.41155    28.52770  OK        CLOSE
